0 1 939.565420
1 1 938.272013
1 2 1875.613
1 3 2808.921
1 4 3750.086251
1 5 4689.851596
1 6 5630.328901
1 7 6569.082212
1 8 7568.175047
1 9 8515.437936
1 10 9470.793622
1 11 10418.57129
1 12 11373.59324
1 13 12321.65688
1 14 13276.35238
1 15 14224.58889
1 16 15178.98493
1 17 16127.33204
1 18 17081.45838
1 19 18029.87904
1 20 18983.76339
1 21 19932.23424
1 22 20885.90107
1 23 21834.4067
1 24 22787.87721
2 1 0
2 2 1912.862162
2 3 2808.391
2 4 3727.379
2 5 4667.679451
2 6 5605.534341
2 7 6545.5094
2 8 7482.539983
2 9 8423.360226
2 10 9363.090674
2 11 10350.47472
2 12 11296.42448
2 13 12249.60088
2 14 13196.32493
2 15 14149.62524
2 16 15096.83881
2 17 16050.1419
2 18 16997.68277
2 19 17950.9289
2 20 18898.69798
2 21 19851.85758
2 22 20799.79104
2 23 21752.85021
2 24 22700.90512
3 1 0
3 2 0
3 3 2821.616287
3 4 3749.766501
3 5 4667.616229
3 6 5601.51825
3 7 6533.832504
3 8 7471.365231
3 9 8406.868357
3 10 9346.460107
3 11 10285.62976
3 12 11225.31511
3 13 12166.23045
3 14 13143.01283
3 15 14087.64806
3 16 15038.89087
3 17 15984.45391
3 18 16936.10395
3 19 17882.30758
3 20 18834.19538
3 21 19780.85874
3 22 20732.88142
3 23 21679.88499
3 24 22631.97782
4 1 0
4 2 0
4 3 0
4 4 3828.015233
4 5 4692.565541
4 6 5605.295603
4 7 6534.183596
4 8 7454.850296
4 9 8392.751106
4 10 9325.504169
4 11 10264.56788
4 12 11200.9625
4 13 12141.03784
4 14 13078.82729
4 15 14020.12682
4 16 14959.30798
4 17 15930.2681
4 18 16874.09451
4 19 17824.0151
4 20 18768.78935
4 21 19719.23772
4 22 20664.70495
4 23 21615.51104
4 24 22561.49942
5 1 0
5 2 0
5 3 0
5 4 0
5 5 4790.040435
5 6 5633.72985
5 7 6545.580428
5 8 7472.319483
5 9 8393.308422
5 10 9324.436652
5 11 10252.54787
5 12 11188.74343
5 13 12123.43016
5 14 13062.02576
5 15 13998.81409
5 16 14938.4624
5 17 15876.61497
5 18 16816.18532
5 19 17754.60921
5 20 18694.45924
5 21 19634.54127
5 22 20615.72891
5 23 21559.72837
5 24 22509.06585
6 1 0
6 2 0
6 3 0
6 4 0
6 5 0
6 6 5741.168703
6 7 6618.872243
6 8 7483.951545
6 9 8409.292274
6 10 9327.574087
6 11 10254.01965
6 12 11174.86339
6 13 12109.48242
6 14 13040.87134
6 15 13979.21862
6 16 14914.53363
6 17 15853.36431
6 18 16788.74568
6 19 17727.7342
6 20 18664.37322
6 21 19603.95264
6 22 20543.39391
6 23 21485.4687
6 24 22455.08118
7 1 0
7 2 0
7 3 0
7 4 0
7 5 0
7 6 0
7 7 6702.1688
7 8 7577.179326
7 9 8461.696841
7 10 9350.164906
7 11 10267.16247
7 12 11191.69093
7 13 12111.19236
7 14 13040.20433
7 15 13968.93638
7 16 14906.01287
7 17 15839.69307
7 18 16776.43019
7 19 17710.66657
7 20 18648.07019
7 21 19583.05027
7 22 20521.33181
7 23 21459.10916
7 24 22399.21919
8 1 0
8 2 0
8 3 0
8 4 0
8 5 0
8 6 0
8 7 0
8 8 7654.14591
8 9 8527.540776
8 10 9409.371951
8 11 10310.75086
8 12 11205.75712
8 13 12128.45189
8 14 13044.83794
8 15 13971.18011
8 16 14895.08153
8 17 15830.5038
8 18 16762.02378
8 19 17697.63348
8 20 18629.59082
8 21 19565.35058
8 22 20498.06603
8 23 21434.89739
8 24 22370.27116
9 1 0
9 2 0
9 3 0
9 4 0
9 5 0
9 6 0
9 7 0
9 8 0
9 9 8614.756381
9 10 9486.385026
9 11 10365.60622
9 12 11263.45539
9 13 12163.10722
9 14 13068.28457
9 15 13984.621
9 16 14909.98847
9 17 15832.75394
9 18 16763.16938
9 19 17692.30285
9 20 18625.26686
9 21 19556.73074
9 22 20491.06576
9 23 21423.07945
9 24 22358.81996
10 1 0
10 2 0
10 3 0
10 4 0
10 5 0
10 6 0
10 7 0
10 8 0
10 9 0
10 10 9567.497668
10 11 10438.02617
10 12 11315.36859
10 13 12210.45083
10 14 13107.34502
10 15 14017.42996
10 16 14922.78416
10 17 15846.79248
10 18 16767.10368
10 19 17695.03214
10 20 18617.73218
10 21 19550.53637
10 22 20479.73746
10 23 21414.10216
10 24 22344.79859
